medal_type,medal_code,medal_date,name,gender,discipline,event,event_type,url_event,code,country_code,country,country_long
Bronze Medal,3,2024-08-07,Great Britain,W,Cycling Track,Women's Team Pursuit,TEAM,/en/paris-2024/results/cycling-track/women-s-team-pursuit/fnl---------,CTRWPURTEAM4GBR01,GBR,Great Britain,Great Britain
Gold Medal,1,2024-08-07,Matt WEARN,M,Sailing,Men's Dinghy,ATH,/en/paris-2024/results/sailing/men-s-dinghy/fnl-000100--,1945990,AUS,Australia,Australia
Silver Medal,2,2024-08-07,Pavlos KONTIDES,M,Sailing,Men's Dinghy,ATH,/en/paris-2024/results/sailing/men-s-dinghy/fnl-000100--,1905347,CYP,Cyprus,Cyprus
Bronze Medal,3,2024-08-07,Stefano PESCHIERA,M,Sailing,Men's Dinghy,ATH,/en/paris-2024/results/sailing/men-s-dinghy/fnl-000100--,1944316,PER,Peru,Peru
Gold Medal,1,2024-08-07,Marit BOUWMEESTER,W,Sailing,Women's Dinghy,ATH,/en/paris-2024/results/sailing/women-s-dinghy/fnl-000100--,1970500,NED,Netherlands,Netherlands
Silver Medal,2,2024-08-07,Anne-Marie RINDOM,W,Sailing,Women's Dinghy,ATH,/en/paris-2024/results/sailing/women-s-dinghy/fnl-000100--,1895121,DEN,Denmark,Denmark
Bronze Medal,3,2024-08-07,Line Flem HOEST,W,Sailing,Women's Dinghy,ATH,/en/paris-2024/results/sailing/women-s-dinghy/fnl-000100--,1878602,NOR,Norway,Norway
Gold Medal,1,2024-08-07,Keegan PALMER,M,Skateboarding,Men's Park,ATH,/en/paris-2024/results/skateboarding/men-s-park/fnl-000100--,1946074,AUS,Australia,Australia
Silver Medal,2,2024-08-07,Tom SCHAAR,M,Skateboarding,Men's Park,ATH,/en/paris-2024/results/skateboarding/men-s-park/fnl-000100--,1944247,USA,United States,United States of America
Bronze Medal,3,2024-08-07,Augusto AKIO,M,Skateboarding,Men's Park,ATH,/en/paris-2024/results/skateboarding/men-s-park/fnl-000100--,1955669,BRA,Brazil,Brazil
Gold Medal,1,2024-08-07,Aleksandra MIROSLAW,W,Sport Climbing,Women's Speed,ATH,/en/paris-2024/results/sport-climbing/women-s-speed/------------,1563327,POL,Poland,Poland
Silver Medal,2,2024-08-07,DENG Lijuan,W,Sport Climbing,Women's Speed,ATH,/en/paris-2024/results/sport-climbing/women-s-speed/------------,1913702,CHN,China,People's Republic of China
Bronze Medal,3,2024-08-07,Aleksandra KALUCKA,W,Sport Climbing,Women's Speed,ATH,/en/paris-2024/results/sport-climbing/women-s-speed/------------,1563321,POL,Poland,Poland
Gold Medal,1,2024-08-07,PARK Taejoon,M,Taekwondo,Men -58kg,HATH,/en/paris-2024/results/taekwondo/men--58kg/fnl-000100--,1904040,KOR,Korea,Republic of Korea
Silver Medal,2,2024-08-07,Gashim MAGOMEDOV,M,Taekwondo,Men -58kg,HATH,/en/paris-2024/results/taekwondo/men--58kg/fnl-000100--,1946883,AZE,Azerbaijan,Azerbaijan
Bronze Medal,3,2024-08-07,Cyrian RAVET,M,Taekwondo,Men -58kg,HATH,/en/paris-2024/results/taekwondo/men--58kg/repf000100--,1893274,FRA,France,France
Bronze Medal,3,2024-08-07,Mohamed Khalil JENDOUBI,M,Taekwondo,Men -58kg,HATH,/en/paris-2024/results/taekwondo/men--58kg/repf000200--,1947736,TUN,Tunisia,Tunisia
Gold Medal,1,2024-08-07,Panipak WONGPATTANAKIT,W,Taekwondo,Women -49kg,HATH,/en/paris-2024/results/taekwondo/women--49kg/fnl-000100--,1902841,THA,Thailand,Thailand
Silver Medal,2,2024-08-07,GUO Qing,W,Taekwondo,Women -49kg,HATH,/en/paris-2024/results/taekwondo/women--49kg/fnl-000100--,1910372,CHN,China,People's Republic of China
Bronze Medal,3,2024-08-07,Mobina NEMATZADEH,W,Taekwondo,Women -49kg,HATH,/en/paris-2024/results/taekwondo/women--49kg/repf000100--,1536064,IRI,IR Iran,Islamic Republic of Iran
Bronze Medal,3,2024-08-07,Lena STOJKOVIC,W,Taekwondo,Women -49kg,HATH,/en/paris-2024/results/taekwondo/women--49kg/repf000200--,1569986,CRO,Croatia,Croatia
Gold Medal,1,2024-08-07,LI Fabin,M,Weightlifting,Men's 61kg,ATH,/en/paris-2024/results/weightlifting/men-s-61kg/fnl-000100--,1918372,CHN,China,People's Republic of China
Silver Medal,2,2024-08-07,Theerapong SILACHAI,M,Weightlifting,Men's 61kg,ATH,/en/paris-2024/results/weightlifting/men-s-61kg/fnl-000100--,1898059,THA,Thailand,Thailand
Bronze Medal,3,2024-08-07,Hampton MORRIS,M,Weightlifting,Men's 61kg,ATH,/en/paris-2024/results/weightlifting/men-s-61kg/fnl-000100--,1917153,USA,United States,United States of America
Gold Medal,1,2024-08-07,HOU Zhihui,W,Weightlifting,Women's 49kg,ATH,/en/paris-2024/results/weightlifting/women-s-49kg/fnl-000100--,1918377,CHN,China,People's Republic of China
Silver Medal,2,2024-08-07,Mihaela Valentina CAMBEI,W,Weightlifting,Women's 49kg,ATH,/en/paris-2024/results/weightlifting/women-s-49kg/fnl-000100--,1550148,ROU,Romania,Romania
Bronze Medal,3,2024-08-07,Surodchana KHAMBAO,W,Weightlifting,Women's 49kg,ATH,/en/paris-2024/results/weightlifting/women-s-49kg/fnl-000100--,1898024,THA,Thailand,Thailand
Gold Medal,1,2024-08-07,KUSAKA Nao,M,Wrestling,Men's Greco-Roman 77kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-77kg/fnl-000100--,1939692,JPN,Japan,Japan
Silver Medal,2,2024-08-07,Demeu ZHADRAYEV,M,Wrestling,Men's Greco-Roman 77kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-77kg/fnl-000100--,1958652,KAZ,Kazakhstan,Kazakhstan
Bronze Medal,3,2024-08-07,Malkhas AMOYAN,M,Wrestling,Men's Greco-Roman 77kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-77kg/repf000100--,1532873,ARM,Armenia,Armenia
Bronze Medal,3,2024-08-07,Akzhol MAKHMUDOV,M,Wrestling,Men's Greco-Roman 77kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-77kg/repf000200--,1566627,KGZ,Kyrgyzstan,Kyrgyzstan
Gold Medal,1,2024-08-07,Mohammadhadi SARAVI,M,Wrestling,Men's Greco-Roman 97kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-97kg/fnl-000100--,1544897,IRI,IR Iran,Islamic Republic of Iran
Silver Medal,2,2024-08-07,Artur ALEKSANYAN,M,Wrestling,Men's Greco-Roman 97kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-97kg/fnl-000100--,1532872,ARM,Armenia,Armenia
Bronze Medal,3,2024-08-07,Gabriel Alejandro ROSILLO KINDELAN,M,Wrestling,Men's Greco-Roman 97kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-97kg/repf000100--,1571504,CUB,Cuba,Cuba
Bronze Medal,3,2024-08-07,Uzur DZHUZUPBEKOV,M,Wrestling,Men's Greco-Roman 97kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-97kg/repf000200--,1566601,KGZ,Kyrgyzstan,Kyrgyzstan
Gold Medal,1,2024-08-07,Sarah Ann HILDEBRANDT,W,Wrestling,Women's Freestyle 50kg,HATH,/en/paris-2024/results/wrestling/women-s-freestyle-50kg/fnl-000100--,1955373,USA,United States,United States of America
Silver Medal,2,2024-08-07,Yusneylis GUZMAN LOPEZ,W,Wrestling,Women's Freestyle 50kg,HATH,/en/paris-2024/results/wrestling/women-s-freestyle-50kg/fnl-000100--,1571747,CUB,Cuba,Cuba
Bronze Medal,3,2024-08-07,SUSAKI Yui,W,Wrestling,Women's Freestyle 50kg,HATH,/en/paris-2024/results/wrestling/women-s-freestyle-50kg/repf000100--,1939712,JPN,Japan,Japan
Bronze Medal,3,2024-08-07,FENG Ziqi,W,Wrestling,Women's Freestyle 50kg,HATH,/en/paris-2024/results/wrestling/women-s-freestyle-50kg/repf000200--,1920000,CHN,China,People's Republic of China
Gold Medal,1,2024-08-08,Grant HOLLOWAY,M,Athletics,Men's 110m Hurdles,ATH,/en/paris-2024/results/athletics/men-s-110m-hurdles/fnl-000100--,1960961,USA,United States,United States of America
Silver Medal,2,2024-08-08,Daniel ROBERTS,M,Athletics,Men's 110m Hurdles,ATH,/en/paris-2024/results/athletics/men-s-110m-hurdles/fnl-000100--,1965223,USA,United States,United States of America
Bronze Medal,3,2024-08-08,Rasheed BROADBELL,M,Athletics,Men's 110m Hurdles,ATH,/en/paris-2024/results/athletics/men-s-110m-hurdles/fnl-000100--,1901251,JAM,Jamaica,Jamaica
Gold Medal,1,2024-08-08,Letsile TEBOGO,M,Athletics,Men's 200m,ATH,/en/paris-2024/results/athletics/men-s-200m/fnl-000100--,1936983,BOT,Botswana,Botswana
Silver Medal,2,2024-08-08,Kenneth BEDNAREK,M,Athletics,Men's 200m,ATH,/en/paris-2024/results/athletics/men-s-200m/fnl-000100--,1960659,USA,United States,United States of America
Bronze Medal,3,2024-08-08,Noah LYLES,M,Athletics,Men's 200m,ATH,/en/paris-2024/results/athletics/men-s-200m/fnl-000100--,1960173,USA,United States,United States of America
Gold Medal,1,2024-08-08,Arshad NADEEM,M,Athletics,Men's Javelin Throw,ATH,/en/paris-2024/results/athletics/men-s-javelin-throw/fnl-000100--,1878563,PAK,Pakistan,Pakistan
Silver Medal,2,2024-08-08,Neeraj CHOPRA,M,Athletics,Men's Javelin Throw,ATH,/en/paris-2024/results/athletics/men-s-javelin-throw/fnl-000100--,1550250,IND,India,India
Bronze Medal,3,2024-08-08,Anderson PETERS,M,Athletics,Men's Javelin Throw,ATH,/en/paris-2024/results/athletics/men-s-javelin-throw/fnl-000100--,1573418,GRN,Grenada,Grenada
Gold Medal,1,2024-08-08,Sydney McLAUGHLIN-LEVRONE,W,Athletics,Women's 400m Hurdles,ATH,/en/paris-2024/results/athletics/women-s-400m-hurdles/fnl-000100--,1965308,USA,United States,United States of America
Silver Medal,2,2024-08-08,Anna COCKRELL,W,Athletics,Women's 400m Hurdles,ATH,/en/paris-2024/results/athletics/women-s-400m-hurdles/fnl-000100--,1960581,USA,United States,United States of America
Bronze Medal,3,2024-08-08,Femke BOL,W,Athletics,Women's 400m Hurdles,ATH,/en/paris-2024/results/athletics/women-s-400m-hurdles/fnl-000100--,1972078,NED,Netherlands,Netherlands
Gold Medal,1,2024-08-08,Tara DAVIS-WOODHALL,W,Athletics,Women's Long Jump,ATH,/en/paris-2024/results/athletics/women-s-long-jump/fnl-000100--,1960711,USA,United States,United States of America
Silver Medal,2,2024-08-08,Malaika MIHAMBO,W,Athletics,Women's Long Jump,ATH,/en/paris-2024/results/athletics/women-s-long-jump/fnl-000100--,1920175,GER,Germany,Germany
Bronze Medal,3,2024-08-08,Jasmine MOORE,W,Athletics,Women's Long Jump,ATH,/en/paris-2024/results/athletics/women-s-long-jump/fnl-000100--,1965250,USA,United States,United States of America
Gold Medal,1,2024-08-08,Hasanboy DUSMATOV,M,Boxing,Men's 51kg,HATH,/en/paris-2024/results/boxing/men-s-51kg/fnl-000100--,1556045,UZB,Uzbekistan,Uzbekistan
Silver Medal,2,2024-08-08,Billal BENNAMA,M,Boxing,Men's 51kg,HATH,/en/paris-2024/results/boxing/men-s-51kg/fnl-000100--,1879110,FRA,France,France
Bronze Medal,3,2024-08-08,Charlie SENIOR,M,Boxing,Men's 57kg,HATH,/en/paris-2024/results/boxing/men-s-57kg/sfnl000100--,1940136,AUS,Australia,Australia
Bronze Medal,3,2024-08-08,Javier IBANEZ DIAZ,M,Boxing,Men's 57kg,HATH,/en/paris-2024/results/boxing/men-s-57kg/sfnl000200--,1555185,BUL,Bulgaria,Bulgaria
Gold Medal,1,2024-08-08,CHANG Yuan,W,Boxing,Women's 54kg,HATH,/en/paris-2024/results/boxing/women-s-54kg/fnl-000100--,1926832,CHN,China,People's Republic of China
Silver Medal,2,2024-08-08,Hatice AKBAS,W,Boxing,Women's 54kg,HATH,/en/paris-2024/results/boxing/women-s-54kg/fnl-000100--,1568186,TUR,Türkiye,Türkiye
Bronze Medal,3,2024-08-08,Caitlin PARKER,W,Boxing,Women's 75kg,HATH,/en/paris-2024/results/boxing/women-s-75kg/sfnl000100--,1940134,AUS,Australia,Australia
Bronze Medal,3,2024-08-08,Cindy Winner DJANKEU NGAMBA,W,Boxing,Women's 75kg,HATH,/en/paris-2024/results/boxing/women-s-75kg/sfnl000200--,1894537,EOR,EOR,Refugee Olympic Team
Gold Medal,1,2024-08-08,LIU/JI,M,Canoe Sprint,Men's Canoe Double 500m,COUP,/en/paris-2024/results/canoe-sprint/men-s-canoe-double-500m/fnl---------,CSPMC2-500M-CHN01,CHN,China,People's Republic of China
Silver Medal,2,2024-08-08,CASADEI/TACCHINI,M,Canoe Sprint,Men's Canoe Double 500m,COUP,/en/paris-2024/results/canoe-sprint/men-s-canoe-double-500m/fnl---------,CSPMC2-500M-ITA01,ITA,Italy,Italy
Bronze Medal,3,2024-08-08,MORENO/DOMINGUEZ,M,Canoe Sprint,Men's Canoe Double 500m,COUP,/en/paris-2024/results/canoe-sprint/men-s-canoe-double-500m/fnl---------,CSPMC2-500M-ESP01,ESP,Spain,Spain
Gold Medal,1,2024-08-08,Germany,M,Canoe Sprint,Men's Kayak Four 500m,TEAM,/en/paris-2024/results/canoe-sprint/men-s-kayak-four-500m/fnl---------,CSPMK4-500M-GER01,GER,Germany,Germany
Silver Medal,2,2024-08-08,Australia,M,Canoe Sprint,Men's Kayak Four 500m,TEAM,/en/paris-2024/results/canoe-sprint/men-s-kayak-four-500m/fnl---------,CSPMK4-500M-AUS01,AUS,Australia,Australia
Bronze Medal,3,2024-08-08,Spain,M,Canoe Sprint,Men's Kayak Four 500m,TEAM,/en/paris-2024/results/canoe-sprint/men-s-kayak-four-500m/fnl---------,CSPMK4-500M-ESP01,ESP,Spain,Spain
Gold Medal,1,2024-08-08,New Zealand,W,Canoe Sprint,Women's Kayak Four 500m,TEAM,/en/paris-2024/results/canoe-sprint/women-s-kayak-four-500m/fnl---------,CSPWK4-500M-NZL01,NZL,New Zealand,New Zealand
Silver Medal,2,2024-08-08,Germany,W,Canoe Sprint,Women's Kayak Four 500m,TEAM,/en/paris-2024/results/canoe-sprint/women-s-kayak-four-500m/fnl---------,CSPWK4-500M-GER01,GER,Germany,Germany
Bronze Medal,3,2024-08-08,Hungary,W,Canoe Sprint,Women's Kayak Four 500m,TEAM,/en/paris-2024/results/canoe-sprint/women-s-kayak-four-500m/fnl---------,CSPWK4-500M-HUN01,HUN,Hungary,Hungary
Gold Medal,1,2024-08-08,Benjamin THOMAS,M,Cycling Track,Men's Omnium,ATH,/en/paris-2024/results/cycling-track/men-s-omnium/pts-000100--,1895717,FRA,France,France
Silver Medal,2,2024-08-08,Iuri LEITAO,M,Cycling Track,Men's Omnium,ATH,/en/paris-2024/results/cycling-track/men-s-omnium/pts-000100--,1933816,POR,Portugal,Portugal
Bronze Medal,3,2024-08-08,Fabio van den BOSSCHE,M,Cycling Track,Men's Omnium,ATH,/en/paris-2024/results/cycling-track/men-s-omnium/pts-000100--,1915370,BEL,Belgium,Belgium
Gold Medal,1,2024-08-08,Ellesse ANDREWS,W,Cycling Track,Women's Keirin,ATH,/en/paris-2024/results/cycling-track/women-s-keirin/fnl---------,1945040,NZL,New Zealand,New Zealand
Silver Medal,2,2024-08-08,Hetty van de WOUW,W,Cycling Track,Women's Keirin,ATH,/en/paris-2024/results/cycling-track/women-s-keirin/fnl---------,1969180,NED,Netherlands,Netherlands
Bronze Medal,3,2024-08-08,Emma FINUCANE,W,Cycling Track,Women's Keirin,ATH,/en/paris-2024/results/cycling-track/women-s-keirin/fnl---------,1912522,GBR,Great Britain,Great Britain
Gold Medal,1,2024-08-08,XIE Siyi,M,Diving,Men's 3m Springboard,ATH,/en/paris-2024/results/diving/men-s-3m-springboard/fnl-000100--,1901550,CHN,China,People's Republic of China
Silver Medal,2,2024-08-08,WANG Zongyuan,M,Diving,Men's 3m Springboard,ATH,/en/paris-2024/results/diving/men-s-3m-springboard/fnl-000100--,1901549,CHN,China,People's Republic of China
Bronze Medal,3,2024-08-08,Osmar OLVERA IBARRA,M,Diving,Men's 3m Springboard,ATH,/en/paris-2024/results/diving/men-s-3m-springboard/fnl-000100--,1535349,MEX,Mexico,Mexico
Bronze Medal,3,2024-08-08,Morocco,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000200--,FBLMTEAM11--MAR01,MAR,Morocco,Morocco
Gold Medal,1,2024-08-08,Netherlands,M,Hockey,Men,HTEAM,/en/paris-2024/results/hockey/men/fnl-000100--,HOCMTEAM11--NED01,NED,Netherlands,Netherlands
Silver Medal,2,2024-08-08,Germany,M,Hockey,Men,HTEAM,/en/paris-2024/results/hockey/men/fnl-000100--,HOCMTEAM11--GER01,GER,Germany,Germany
Bronze Medal,3,2024-08-08,India,M,Hockey,Men,HTEAM,/en/paris-2024/results/hockey/men/fnl-000200--,HOCMTEAM11--IND01,IND,India,India
Gold Medal,1,2024-08-08,Sharon van ROUWENDAAL,W,Marathon Swimming,Women's 10km,ATH,/en/paris-2024/results/marathon-swimming/women-s-10km/fnl-000100--,1972515,NED,Netherlands,Netherlands
Silver Medal,2,2024-08-08,Moesha JOHNSON,W,Marathon Swimming,Women's 10km,ATH,/en/paris-2024/results/marathon-swimming/women-s-10km/fnl-000100--,1945588,AUS,Australia,Australia
Bronze Medal,3,2024-08-08,Ginevra TADDEUCCI,W,Marathon Swimming,Women's 10km,ATH,/en/paris-2024/results/marathon-swimming/women-s-10km/fnl-000100--,1925804,ITA,Italy,Italy
Gold Medal,1,2024-08-08,VADLAU/MAEHR,X,Sailing,Mixed Dinghy,TEAM,/en/paris-2024/results/sailing/mixed-dinghy/fnl-000100--,SALX470-----AUT01,AUT,Austria,Austria
Silver Medal,2,2024-08-08,OKADA/YOSHIOKA,X,Sailing,Mixed Dinghy,TEAM,/en/paris-2024/results/sailing/mixed-dinghy/fnl-000100--,SALX470-----JPN01,JPN,Japan,Japan
Bronze Medal,3,2024-08-08,DAHLBERG/KARLSSON,X,Sailing,Mixed Dinghy,TEAM,/en/paris-2024/results/sailing/mixed-dinghy/fnl-000100--,SALX470-----SWE01,SWE,Sweden,Sweden
Gold Medal,1,2024-08-08,TITA/BANTI,X,Sailing,Mixed Multihull,TEAM,/en/paris-2024/results/sailing/mixed-multihull/fnl-000100--,SALXNACRA17-ITA01,ITA,Italy,Italy
Silver Medal,2,2024-08-08,MAJDALANI/BOSCO,X,Sailing,Mixed Multihull,TEAM,/en/paris-2024/results/sailing/mixed-multihull/fnl-000100--,SALXNACRA17-ARG01,ARG,Argentina,Argentina
Bronze Medal,3,2024-08-08,WILKINSON/DAWSON,X,Sailing,Mixed Multihull,TEAM,/en/paris-2024/results/sailing/mixed-multihull/fnl-000100--,SALXNACRA17-NZL01,NZL,New Zealand,New Zealand
Gold Medal,1,2024-08-08,Eleanor ALDRIDGE,W,Sailing,Women's Kite,ATH,/en/paris-2024/results/sailing/women-s-kite/fnl-000200--,1899728,GBR,Great Britain,Great Britain
Silver Medal,2,2024-08-08,Lauriane NOLOT,W,Sailing,Women's Kite,ATH,/en/paris-2024/results/sailing/women-s-kite/fnl-000200--,1559512,FRA,France,France
Bronze Medal,3,2024-08-08,Annelous LAMMERTS,W,Sailing,Women's Kite,ATH,/en/paris-2024/results/sailing/women-s-kite/fnl-000200--,1970517,NED,Netherlands,Netherlands
Gold Medal,1,2024-08-08,Veddriq LEONARDO,M,Sport Climbing,Men's Speed,ATH,/en/paris-2024/results/sport-climbing/men-s-speed/------------,1940329,INA,Indonesia,Indonesia
Silver Medal,2,2024-08-08,WU Peng,M,Sport Climbing,Men's Speed,ATH,/en/paris-2024/results/sport-climbing/men-s-speed/------------,1913699,CHN,China,People's Republic of China
Bronze Medal,3,2024-08-08,Sam WATSON,M,Sport Climbing,Men's Speed,ATH,/en/paris-2024/results/sport-climbing/men-s-speed/------------,1950309,USA,United States,United States of America
Gold Medal,1,2024-08-08,Ulugbek RASHITOV,M,Taekwondo,Men -68kg,HATH,/en/paris-2024/results/taekwondo/men--68kg/fnl-000100--,1887714,UZB,Uzbekistan,Uzbekistan
Silver Medal,2,2024-08-08,Zaid KAREEM,M,Taekwondo,Men -68kg,HATH,/en/paris-2024/results/taekwondo/men--68kg/fnl-000100--,1537401,JOR,Jordan,Jordan
Bronze Medal,3,2024-08-08,LIANG Yushuai,M,Taekwondo,Men -68kg,HATH,/en/paris-2024/results/taekwondo/men--68kg/repf000100--,1910367,CHN,China,People's Republic of China
Bronze Medal,3,2024-08-08,Edival PONTES,M,Taekwondo,Men -68kg,HATH,/en/paris-2024/results/taekwondo/men--68kg/repf000200--,1955815,BRA,Brazil,Brazil
Gold Medal,1,2024-08-08,KIM Yujin,W,Taekwondo,Women -57kg,HATH,/en/paris-2024/results/taekwondo/women--57kg/fnl-000100--,1904038,KOR,Korea,Republic of Korea
Silver Medal,2,2024-08-08,Nahid KIYANICHANDEH,W,Taekwondo,Women -57kg,HATH,/en/paris-2024/results/taekwondo/women--57kg/fnl-000100--,1536067,IRI,IR Iran,Islamic Republic of Iran
Bronze Medal,3,2024-08-08,Skylar PARK,W,Taekwondo,Women -57kg,HATH,/en/paris-2024/results/taekwondo/women--57kg/repf000100--,1966505,CAN,Canada,Canada
Bronze Medal,3,2024-08-08,Alizadeh KIMIA,W,Taekwondo,Women -57kg,HATH,/en/paris-2024/results/taekwondo/women--57kg/repf000200--,2493835,BUL,Bulgaria,Bulgaria
Gold Medal,1,2024-08-08,Rizki JUNIANSYAH,M,Weightlifting,Men's 73kg,ATH,/en/paris-2024/results/weightlifting/men-s-73kg/fnl-000100--,1941786,INA,Indonesia,Indonesia
Silver Medal,2,2024-08-08,Weeraphon WICHUMA,M,Weightlifting,Men's 73kg,ATH,/en/paris-2024/results/weightlifting/men-s-73kg/fnl-000100--,1898067,THA,Thailand,Thailand
Bronze Medal,3,2024-08-08,Bozhidar Dimitrov ANDREEV,M,Weightlifting,Men's 73kg,ATH,/en/paris-2024/results/weightlifting/men-s-73kg/fnl-000100--,1902787,BUL,Bulgaria,Bulgaria
Gold Medal,1,2024-08-08,LUO Shifang,W,Weightlifting,Women's 59kg,ATH,/en/paris-2024/results/weightlifting/women-s-59kg/fnl-000100--,1918379,CHN,China,People's Republic of China
Silver Medal,2,2024-08-08,Maude CHARRON,W,Weightlifting,Women's 59kg,ATH,/en/paris-2024/results/weightlifting/women-s-59kg/fnl-000100--,1965815,CAN,Canada,Canada
Bronze Medal,3,2024-08-08,KUO Hsing-Chun,W,Weightlifting,Women's 59kg,ATH,/en/paris-2024/results/weightlifting/women-s-59kg/fnl-000100--,1569563,TPE,Chinese Taipei,Chinese Taipei
Gold Medal,1,2024-08-08,Saeid ESMAEILI LEIVESI,M,Wrestling,Men's Greco-Roman 67kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-67kg/fnl-000100--,1544928,IRI,IR Iran,Islamic Republic of Iran
Silver Medal,2,2024-08-08,Parviz NASIBOV,M,Wrestling,Men's Greco-Roman 67kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-67kg/fnl-000100--,1550119,UKR,Ukraine,Ukraine
Bronze Medal,3,2024-08-08,Hasrat JAFAROV,M,Wrestling,Men's Greco-Roman 67kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-67kg/repf000100--,1981760,AZE,Azerbaijan,Azerbaijan
Bronze Medal,3,2024-08-08,Luis Alberto ORTA SANCHEZ,M,Wrestling,Men's Greco-Roman 67kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-67kg/repf000200--,1571498,CUB,Cuba,Cuba
Gold Medal,1,2024-08-08,Semen Sergeevich NOVIKOV,M,Wrestling,Men's Greco-Roman 87kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-87kg/fnl-000100--,1559471,BUL,Bulgaria,Bulgaria
Silver Medal,2,2024-08-08,Alireza MOHMADIPIANI,M,Wrestling,Men's Greco-Roman 87kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-87kg/fnl-000100--,1544880,IRI,IR Iran,Islamic Republic of Iran
Bronze Medal,3,2024-08-08,Zhan BELENIUK,M,Wrestling,Men's Greco-Roman 87kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-87kg/repf000100--,1550116,UKR,Ukraine,Ukraine
Bronze Medal,3,2024-08-08,Turpal Ali BISULTANOV,M,Wrestling,Men's Greco-Roman 87kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-87kg/repf000200--,1879518,DEN,Denmark,Denmark
Gold Medal,1,2024-08-08,FUJINAMI Akari,W,Wrestling,Women's Freestyle 53kg,HATH,/en/paris-2024/results/wrestling/women-s-freestyle-53kg/fnl-000100--,1939711,JPN,Japan,Japan
Silver Medal,2,2024-08-08,Lucia Yamileth YEPEZ GUZMAN,W,Wrestling,Women's Freestyle 53kg,HATH,/en/paris-2024/results/wrestling/women-s-freestyle-53kg/fnl-000100--,1960228,ECU,Ecuador,Ecuador
